Stock,Author,Title,AskingPrice,Notes,ISBN,,,,,
302,Bond,Die Another Day Bollinger Poster,20,Full colour Poster 59.5cm x87.5cm (portrait) issued by Bollinger Champagne for the Die Another Day film. Features Bollinger bottle nestling in the Die Another Day ice background with the 007 logo beaneath and the legend Bollinger Champagne of Bond,,,,,,
303,Bond,Bollinger Die Another Day A5 Table Card,6,"Bollinger Table card, A4 folded to A5 size. Features full colour Bollinger Die Another Day image on cover, the rest of the card is blank.",,,,,,
304,Bond,Bollinger Die Another Day A4 Table Card,10,"Bollinger Table card, A3 folded to A4 size. Features full colour Bollinger Die Another Day image on cover, the rest of the card is blank.",,,,,,
305,Bond,Bollinger Die Another Day Counter Card,25,Bollinger 40cm x 59.5cm Portrait Counter Card with stand.  Features full colour Bollinger Die Another Day image of bottle nestling in Die Another Day ice background. 007 logo and the legend Bollinger Champagne of Bond,,,,,,
306,Bond,"James Bond, The Legacy Poster",10,59cm x 84cm Portrait poster advertising James Bond The Legacy Book. Gold poster with five Bonds at top and slogan.,,,,,,
307,Bond,"James Bond, The Legacy Poster",6,59cm x 84cm Portrait poster advertising James Bond The Legacy Book. Gold poster with five Bonds at top and slogan.,,,,,,
308,Bond,James Bond: The Legacy Poster Set,30,Set of Five Bond posters featuring each of the Bonds. Each portrait poster is approx 40cm x 150cm and features black and white picture of the Bond actor along with a slogan at the top and the book title and details at the bottom. These are a little diffic,,,,,,
337,Bond,WHS Licenced to Thrill 007 Tin,20,"Set sold by WH Smith in 2002. 007 tin comprising The Little Book of Bond"" plus a 007 minilight Keyring and 007 mini alarm clock. All in tin with 007 logo. Unopened as new",,,,,,
340,Bond,Shaken & Stirred CD,9,CD featuring 22 Bond tracks performed by the FilmScore Orchestra.,,,,,,
341,Bond,Classic James Bond Calendar 2003,10,"Te Neues 2003 Classic James Bond Calendar. As new, sealed.",3898656357,,,,,
435,Bond,Die Another Day Shelf bouncers,15,Set of 2 shelf bouncers for Die Another Day DVD/VHS realease May 2003,,,,,,
964,Bond,James Bond 007 Funfax,15,Filofax - features a variety of Bond 007 innards. James Bond and 007 in silver on cover with logo. Complete but without original sales sheet or bag. 1 007 sticker and 1 classfied sticker have been transplanted to one of the ID cards in the set but otherwi,754701700,,,,,
37,"Hibbin, Sally",The Making of Licence to Kill,18,"1st UK large format soft cover. Hamlyn, 1989, VG.",600563529,,,,,
38,"Hibbin, Sally",The Making of Licence to Kill,18,"1st UK Edn large format softcover, Hamlyn, 1989, Vg.",600563529,,,,,
35,"Johnstone, Iain",The World is Not Enough: A Companion,30,"1st UK HB, Boxtree 1999, Fine/VG. First state ISBN number differs between book and dj. v minor sticker pull on front of dj.",752217992,,,,,
1197,"MacIntyre, Ben",For your eyes only: Ian Fleming & James Bond,37.24,"UK 1/1 HB, Bloomsbury 2008. F/F, Signed by Author to fep.",9780747595274,,,,,
278,"Nourmand, Tony",James Bond Movie Posters,38,"1st UK Hb edn, Boxtree, 2001, F/VG. Fascinating reference book on the posters and artwork over the 40 years of bond films. Really interesting for the Bondophile. Monster sized book - beware postage charges of around �6.50! DJ edges lightly rubbed.",752220179,,,,,
310,Sony,Sony Die Another Day Competition Scratchcard,1.5,Sony Die Another Day Competition scratch card (unscratched!). 10.5cm x 14.5cm landscape.,,,,,,
309,The Guardian,Spygames,3,16 page mini supplement issued by The Guardian in association with Sony focusing on the gadgets and gizmo's past and present of James Bond.  ,,,,,,
311,The Sun,Countdown to 007,3,"Set of three colour centrespread articles on the Countdown to Die Another Day from The Sun (Nov 12-14 incl). Day 1 features the sex scenes, Day 2 Halle Berry and Day 3 Pierce Brosnan.",,,,,,
312,The Sun,Countdown to 007,1,Colour centrespread article on the Countdown to Die Another Day from The Sun (Nov 14). Features Pierce Brosnan interview and writeup on the cars..,,,,,,
42,Various,Great Spy Stories,8,"1st Club edition, Sundial 1978, VG/G. St Michael"" (Marks & Spencer) Compilation including ""Dr No"". Also includes ""The Spy who came in from the Cold"" by John Le Carre. All stories are unabridged. There are two editions of this book - this is the edition wi",904230708,,,,,
272,"Williams, Greg",Bond on Set,18,"UK 1st Pb edn, Boxtree, 2002, Fine. The pictorial accompaniment to Die Another Day",752264990,,,,,
273,"Williams, Greg",Bond on Set,18,"UK 1st Pb edn, Boxtree, 2002, Fine. The pictorial accompaniment to Die Another Day",752264990,,,,,
274,"Williams, Greg",Bond on Set,18,"UK 1st Pb edn, Boxtree, 2002, Fine. The pictorial accompaniment to Die Another Day",752264990,,,,,
1410,"Williams, Greg",Bond on set,9.24,"UK 1/1 HB, Boxtree 2002. Nr F / Nr F. Lightest shelf wear only",0752215612,,,,,
231,"Adams, Douglas",The Long Dark Tea-time of the Soul,10,"UK 1st Edn HB, Heinemann 1988, VG/VG. Book is a little rolled, DJ has small sticker mark to rear.  ",434009210,,,,,
617,"Alper, Debi",Trading Tatiana,11,"UK 1st Trade Paperback, Weidenfield & Nicolson, 2004. New Book.",0297829912,,,,,
334,"Armitage, Simon",Little Green Man,10,"UK uncorrected proof copy, Penguin 2001 Fine",670894427,,,,,
251,"Atkins, Peter",Morningstar,12,"UK 1st edn hardback, Harper Collins, 1992, VG/VG. DJ rubbed to edges with a small nick to the top corner of the rear foldover.",2239086,,,,,
32,"Bachman, Richard",Thinner,8,"2nd Imp UK, NEL, 1985, G/G. 5th novel by Stephen King under Bachman pseudonym. Book is a little loose at title page, staining to rep, some browning to page edges. Dj has some staining to bottom edge.",450061337,,,,,
33,"Bachman, Richard",The Regulators,12,"1st UK HB, Hodder & Stoughton, 1996, Vg/VG. Novel by Stephen King issued under pseudonym of Richard Bachman, issued simultaneously with King novel Desperation"". minor rubbing to top edge of dj.""",340671769,,,,,
72,"Baddiel, David",Time for Bed,8,"1st UK Advance bound proof, Little,Brown 1996, Good. Pictoral card wraps as issued, a little bumped and rubbed with a small 1cm tear to base of spine and front cover.",316876712,,,,,
411,"Baker, John",White Skin Man,10,"UK uncorrected proof copy, Orion 2003 Fine in card wraps",752847481,,,,,
8,"Barrowcliffe, Mark",Infidelity for First-time Fathers,6,"1st UK PBO, Headline 2001, VG. Some minor creasing to spine.",747271038,,,,,
1380,"Black, Ingrid",the dead ,8.74,"UK Uncorrected proof, Headline 2003. Fine condition, trade paperback format as issued with card covers",0755307011,,,,,
462,"Blake, Victoria",Bloodless Shadow,7,"UK Uncorrected Proof, Orion 2003. Fine in card wraps as issued.",752860518,,,,,
1420,"Blincoe, Nicholas",White mice,12.24,"UK Uncorrected proof copy, Sceptre2002. Fine condition, paperback format as issued",0340750464,,,,,
1482,"Bonansinga, Jay",The Black Mariah,3.24,"UK 1st thus pb, 1st impression. Orion 1997. VG condition, light wear to edges and creasing to spine.",1857979532,,,,,
217,"Bonansinga, Jay R",Sick,5,1st UK Trade paperback Orion 1995. VG,752804731,,,,,
229,"Bowker, David",From Stockport with Love,10,"UK 1st PBO, Sceptre 1999, fine. Wonderful Bond related novel. John Bryce rekindles his fascination with 007 on the night his son is born, but when the baby is diagnosed with a heart defect, Bryce lets fantasy and reality merge and goes on a mission ....  ",340738537,,,,,
1211,"Brooks, Terry",The tangle box,7.24,"UK 1/1 HB, Legend 1994. VG/VG",0099314312,,,,,
466,"Burke, Alafair",Judgment Calls,7,"UK Uncorrected Proof, Orion 2003. Fine in card wraps as issued.",752857142,,,,,
621,"Burke, Alafair",Missing Justice,10,"UK Uncorrected Proof, Orion 2004. Fine in card wraps as issued.",0752857169,,,,,
524,"Burke, James Lee",Bitterroot,6.99,"UK 1st edn HB, Orion 2001. VG/VG. Light creasing & bumping to edges.",752841548,,,,,
465,"Burke, Richard",Frozen,7,"UK Uncorrected Proof, Orion 2003. Fine in card wraps as issued.",752857673,,,,,
464,"Carlotto, Massimo",The Colombian Mule,7,"UK Uncorrected Proof, Orion 2003. Fine in card wraps as issued.",752857339,,,,,
328,"Carroll, Jonathan",White Apples,12,"Uncorrected Bound proof/ARC Tor 2003, Fine.",033398983x,,,,,
422,"Carver, Caroline",Dead Heat,10,"UK 1st Trade Paperback, Orion 2003. Fine.",752856960,,,,,
700,"Chisnell, Mark",The Delivery,9,"UK Uncorrected Book Proof, Century 1996. Light rubbing to edges.",071267554x,,,,,
98,"Clarke, Arthur C",The Sands of Mars,7.24,"1st UK Paperback, Pan 1964, Fine. Very minor marking to spine edges and a single minor stain to base of rear cover.",,,,,,
1609,"Cleave, Chris",Incendiary,9.98,"UK uncorrected proof copy, Chatto and Windus 2005. Trade paperback format with pub details to rear of white card covers. Fine condition. ",0701179058,,,,,
467,"Cohen, Stuart Archer",The Stone Angels,7,"UK Uncorrected Proof, Orion 2003. Fine in card wraps as issued.",752857142,,,,,
21,"Colapinto, John",About the Author,12,"1st UK Uncorrected Proof copy, 4th Estate, 2001, VG. In card wraps as issued.",1841156396,,,,,
684,"Collins, Dan",How it ends,4.24,"UK 1st Uncorrected Proof Copy, Jonathan Cape 2003, F. B&W card wraps as issued. Lightest rubbing to edges only.",0224069276,,,,,
1052,"Coney, Michael G",The girl with a symphony in her fingers,7.24,"UK 1/1 HB, Elmfield 1975. VG/VG, wear to edges, 1.5cm split to front foldover edge. DJ has Josh Kirby artwork",0705700569,,,,,
7,"Connolly, Joseph",Summer Things,9,"1st UK PBO, Faber & Faber, 1998, G/VG. Artwork by Simon Bartram on dj. Book rubbed to edges and creases on spine. Bumping to top edge of spine on dj.",571190766,,,,,
469,"Connor, John",Phoenix,7,"UK Uncorrected Proof, Orion 2003. Fine in card wraps as issued.",752857746,,,,,
470,"Corbett, David",The Devil's Redhead,7,"UK Uncorrected Proof, Orion 2003. Fine in card wraps as issued.",752860089,,,,,
76,"Cornwell, Patricia",Black Notice,10,"1st UK HB, Little,Brown 1999, VG/VG. Bumped to top of spine, otherwise vg.",316646377,,,,,
155,"Cornwell, Patricia",Southern Cross,10,"Uk 1st HB. Little,Brown 1999. (VG/VG). Bumped and rubbed to edges, small stain to inside of dustjacket at base of spine. ",316846791,,,,,
393,"Cray, David",Little Girl Blue,10,"UK 1st Trade Paperback, Orion 2003. Fine.",,,,,,
982,"Davis, Lindsey",Saturnalia,12.24,"UK uncorrected proof, Century 2007. F, lightest of wear to edges only.",9781846050343,,,,,
108,"Deighton, Len",Berlin Game,10,"1st UK HB, Hutchinson, 1983, VG/VG. Very light rubbing and bumping.",91541905,,,,,
333,"Demille, Nelson",Up Country,10,"UK 1st Edn Trade paperback, Little,Brown 2002 Fine.",316848107,,,,,
500,"Diamond, Sarah",Cold Town,14,"UK 1st edn HB, Orion 2001. VG/F. Slight marking to outside front cover, otherwise fine.",752837850,,,,,
1652,"Donnelly, Joe",Bane,7.2,"UK 1/1 HB, Barrie & Jenkins 1989. F/F, lightest shelfwear only",0712620931,,,,,
22,"Duffy, Stella",Fresh Flesh,6,"1st UK PBO, Serpent's Tail, 1999, VG. Single crease to spine.",1852426160,,,,,
109,"Elton, Ben",Inconceivable,10,"1st UK HB, Bantam, 1999, VG/VG. Very light bumping and rubbing.",593044797,,,,,
1336,"Fairstein, Linda",Likely to die,7.24,"UK 1/1HB, Little Brown 1997. VG/VG, light wear, gold lettering to DJ is worn in places. Tidy first edition overall",0316641545,,,,,
1427,"Fairstein, Linda",The Deadhouse,6.24,"UK 1/1 HB, Little Brown 2001. VG/VG",0316646288,,,,,
1428,"Fairstein, Linda",Likely to die,7.24,"UK 1/1 HB, Little Brown 1997. VG/VG",0316641545,,,,,
1445,"Fairstein, Linda",Entombed,7.24,"UK 1/1 HB, Little Brown 2004. VG/VG with light wear to edges",0316726842,,,,,
1446,"Fairstein, Linda",The Bone Vault,6.24,"UK 1/1 HB, Little Brown 2003. VG/VG, light wear and v slight lean",0316860034,,,,,
267,"Farris, John",The Axeman Cometh,5,"UK 1st HB edn, Hodder & Stoughton, 1990, F/VG. DJ top edge lightly rubbed.",340522267,,,,,
70,"Francis, Dick",10lb Penalty,10,"1st UK HB, Michael Joseph, 1997, VG/VG. Light bumping and rubbing to dj and book otherwise vg.",718142454,,,,,
608,"Francis, Dick",Field of 13,8,"UK 1st edn HB, Michael Joseph, 1998. VG/VG. Light rubbing to edges",0718143515,,,,,
609,"Francis, Dick",To the hilt,8,"UK 1st edn HB, Michael Joseph, 1996. VG/VG. Light rubbing to edges",071813754x,,,,,
610,"Francis, Dick",Second wind,8,"UK 1st edn HB, Michael Joseph, 1999. VG/VG. Light rubbing to edges",0718144082,,,,,
1149,"Fyfield, Frances",Blind Date,7.24,"UK Uncorrected Proof, Bantam Press 1998.Trade paperback format, Nr Fine condition with lightest of wear only.",059304102x,,,,,
1606,"Gardner, Craig Shaw",A bad day for Ali Baba,7.24,"UK 1/1 PBO, Headline 1991. Trade paperback original with Josh Kirby artwork to cover. VG+ condition with light wear to spine and edges",0747279594,,,,,
1447,"Geary, Joseph",Spiral,7.24,"UK 1/1 HB, Simon and Schuster 2003. F/F New book",0743232038,,,,,
10,"Gray, Muriel",Furnace,9,"1st UK, Harper Collins, 1997. Uncorrected Book Proof, Vg",2253135,,,,,
1607,"Hamilton, Andy & Beaton, Alistair",Drop the dead donkey 2000,7.24,"UK 1/1 HB, Little Brown 1994. VG+/VG+ condition, light wear to edges only.",0316912360,,,,,
463,"Hamilton, Denise",The Jasmine Trade,7,"UK Uncorrected Proof, Orion 2003. Fine in card wraps as issued.",752857185,,,,,
620,"Hamilton, Denise",Sugar Skull,10,"UK Uncorrected Proof, Orion 2004. Fine in card wraps as issued.",0752860577,,,,,
492,"Hamilton, Steve",Blood is the sky,11,"UK 1st edn HB, Orion 2003. F/VG. Small crease and 1cm tear to rear bottom DJ edge, otherwise fine.",752852760,,,,,
1443,"Harrison, Colin",The Havana Room,7.24,"UK 1/1 HB, Bloomsbury 2004. F/F, light shelfwear only.",0747571864,,,,,
404,"Haslam, Chris",Twelve Step Fandango,10,"UK uncorrected proof copy, Abacus 2003 Fine",349115907,,,,,
107,"Hawes, James",Rancid Aluminium,10,"1st UK PBO, Cape 1997, VG. Paperback Original - this has no Dj but some were issued with one apparently. Very light creasing to spine, otherwise fine. ",022404396x,,,,,
634,"Hawes, James","White Powder, Green Light",10,"UK PBO 1st Edn, 1st Imp. Cape 2002. VG. Very light creasing to spine otherwise Fine condition.",0224063227,,,,,
790,"Hightower, Lynn",High Water,7.99,"UK 1/1 HB, Hodder & Stoughton 2002. VG/VG, rubbing to edges and top of spine.",0340792396,,,,,
62,"Hine, Al",Help - The Beatles,12.24,"1st UK PBO, Mayflower Dell, 1965, VG. The story of the film with 8 pages of black and white stills. Very slight creasing to the spine & v slight lean.",,,,,,
1423,"Holt, Thomas",A Song for Nero,6.24,"UK 1/1 HB, Little Brown 2003. F/F. ",0316861138,,,,,
1383,"Holt, Tom",Open Sesame,7.24,"UK 1/1 HB, Orbit 1997. VG/VG condition, light wear to edges. ",1857234766,,,,,
1384,"Holt, Tom",Only Human,12.24,"UK 1/1 HB, Orbit 1999. VG/VG condition, light wear to edges. DJ price crossed out",1857236939,,,,,
1424,"Holt, Tom",The Portable door,7.24,"UK 1/1 HB, Orbit 2003. VG/VG, light wear to edges only.",1841491586,,,,,
1426,"Holt, Tom",Nothing but blue skies,4.24,"UK 1/1 HB, Orbit 2001. F/F.",1841490407,,,,,
1503,"Holt, Tom",Flying Dutch,7.24,"UK 1st thus pb, 1st impression. Orbit 1992. Nr Fine condition with light shelfwear only. Nice item featuring Josh Kirby artwork to covers.",1857230175,,,,,
1504,"Holt, Tom",Valhalla,4.24,"UK 1st thus pb, 1st impression. Orbit 2001. Fine condition",1841490423,,,,,
1605,"Holt, Tom",My hero,10.24,"UK 1/1 HB, Orbit 1996. Nr F / Nr F, light shelfwear only",1857233654,,,,,
1546,"Horsting, J & Van Hise J",Midnight Graffiti,4.24,"USA 1/1 PBO, Warner 1992. VG condition, light wear to spine and edges.",0446363073,,,,,
1378,"Hughes, Declan",The wrong kind of blood,12.24,"UK 1/1 HB, John Murray 2006. F/F, lightest shelf wear only",0719567459,,,,,
392,"Hunter, Evan",The Moment She Was Gone,9,"UK 1st HB, Orion 2002. F/F. aka Ed McBain",752857118,,,,,
619,"Hurley, Graham",Cut to Black,10,"UK Uncorrected Proof, Orion 2004. Fine in colour wraps as issued.",0752850989,,,,,
603,"Ingham, Sarah",Parallel turns,9,"UK 1st edn HB, Hodder & Stoughton 1999. VG/VG",0340751576,,,,,
120,"James, Donald",Vadim,10,"1st UK Uncorrected proof copy, Century, 2001 VG. Pictorial card wraps as issued. Book is fine other than a couple of minor  stabs"" to the back cover affecting a few of the inner pages but not affecting text.""",712684425,,,,,
331,"James, Donald",The Fortune Teller,10,"UK 1st Edn HB, Century 1999, Fine/Fine. Signed to Title Page. V Slight rubbing to DJ edges otherwise fine.",712679596,,,,,
1419,"Jones, Liz",The Exmoor Files,10.24,"UK 1/4 HB, Weidenfield and Nicolson 2009. Signed by author to title page.VG/VG, light wear and very slight lean.",9780297854432,,,,,
1294,"Jones, Terry",The Knight and the Squire,12.99,"UK 1/1 HB, Pavilion 1997. Nr F / Nr F, light wear to edges only.",1862050449,,,,,
489,"Jordan, Pat",A.K.A Sheila Doyle,9.99,"UK 1st Edn Trade paperback, Orion 2004 Fine.",752856030,,,,,
103,"Kellerman, Jonathan",Time Bomb,12,"1st UK Uncorrected proof copy, Macdonald, 1990, VG. 6th Alex Delaware novel in pictoral wraps as issued. Production quality in this book is quite poor - printing is not always very clear and spine was poorly glued leading to several ridges and a little ro",356186537,,,,,
244,"Kellerman, Jonathan",The Web,9,"1st UK HB, Little,Brown 1995, VG/VG. DJ creased to edges and slightly rubbed.",316910848,,,,,
259,"Kellerman, Jonathan",The Web,9,"1st UK Uncorrected bound proof, Little,Brown 1995, VG/VG. Card wraps as issued, a little rubbed and bumped. One nick to top back edge of spine and a couple of creases to spine.",316877700,,,,,
743,"Kellerman, Jonathan",Therapy,12.25,"USA HB 1st edn, Ballantine 2004. VG/VG, light rubbing to edges only.",0345452593,,,,,
169,"Kennedy, Douglas",The Big Picture,12,"1st USA edn, HB, Hyperion 1997. (F/VG).  Nice cutout cover and binding on this US edition. DJ edges are rubbed and cover has a couple of small marks.",078686298x,,,,,
1421,"King, Danny",The Bank Robber diaries,3.24,"UK 1/1 PBO, Serpents tail 2002. VG+ condition, light wear to edges only.",1852426659,,,,,
487,"King, Jonathon",Shadow Men,9.99,"UK 1st edn HB, Orion 2004. New, F/F.",752861573,,,,,
1385,"King, Tabitha",Wolves at the door,7.24,"Guild BCA book in Grafton DJ, 1986. VG/VG, wear to edges, DJ is pc with light marking. Tidy copy of impressive novel from Mrs King. ",0246126973,,,,,
1519,"King, Tabitha",Pearl,4.24,"UK 1st thus pb, 1st impression. Grafton 1991. VG+ condition, light wear to edges.",0586206604,,,,,
474,"Klavan, Andrew",Don't say a word,12,"UK 1st HB edition, Bloomsbury, 1991, VG/VG, edges rubbed & bumped, small nick to top front foldover.",747508550,,,,,
69,"Le Carre, John",Smiley's People,8,"1st UK HB, Hodder & Stoughton, 1980, VG/G. The dj has been covered in plastic which has then been secured with sellotape to the rear of the dj. This has led to some staining to the rear of dj, some staining to outside of book and a mark to the inside cove",340247045,,,,,
488,"Lippman, Laura",Every Secret thing,13.5,"UK Uncorrected proof copy, Orion 2003. Fine in card wraps",752859854,,,,,
4,"Litt, Toby",Adventures in Capitalism,12,"UK Reprint 1996, Secker & Warburg. F/VG. Signed by author on Title Page. Not a first but a good copy of this excellent collection of short stories.  V sl bumping to top edge of dj.",436203693,,,,,
44,"Litt, Toby",Corpsing,5,"1st UK paperback edn, Penguin 2000, VG. V slight creasing to spine, also as read on Radio 4"" sticker on front cover.""",140285776,,,,,
1372,"Litt, Toby",Adventures in Capitalism,4.24,"UK 1st thus PB, Minerva 1997. VG condition, light wear only.",0749386274,,,,,
1374,"Litt, Toby",Corpsing,10,"UK 1/1 PBO, Hamish Hamilton 2000. Debut novel. VG+ condition, v light wear to spine",0241140692,,,,,
1375,"Litt, Toby",deadkidsongs,9.99,"UK 1/1 PBO, Hamish Hamilton 2001. Signed by Toby Litt to title page. Fine condition",0241140706,,,,,
1376,"Litt, Toby",exhibitionism,12.24,"UK 1/1 PBO, Hamish Hamilton 2002. Fine condition",0241141540,,,,,
1350,"Mantel, Hilary",The Giant O'Brien,7.24,"UK 1/1 HB, Fourth Estate 1998. VG+/VG+, light wear to edges. Now prize winning author.",1857028848,,,,,
218,"McCloy, Kristin",Velocity,6,"1st trade paperback, Hutchinson 1989 French flaps on this paperback have been badly finished, otherwise very good. ",91738830,,,,,
124,"McEwen, Todd",Arithmetic,7,"1st UK PBO, Cape 1998, Vg. signed by Todd McEwen on title page. Very light rubbing otherwise fine.",224050052,,,,,
468,"Mosby, Steve",The Third Person,7,"UK Uncorrected Proof, Orion 2003. Fine in card wraps as issued.",752860062,,,,,
1668,"Nelson, The Earl",There is life on mars,12.24,"UK 1/1 HB, Werner Laurie 1955. VG/VG. Book in lovely condition with lime green boards and tight bind. Original 5 black and white plates are present, clean and tightly bound. Previous owners name neatly written to inside front board. Gentle wear to corners",n/a,,,,,
1366,"Newman, Robert",Dependence Day,12.24,"UK 1/1 PBO, Century 1994. Signed by Author to title page. Nr Fine.",0712675256,,,,,
119,"Niles, Chris",Crossing Live,10,"1st UK HB, Macmillan, 1999, F/F.",333760131,,,,,
661,"Nix, Garth",Shade's Children,5,"UK PBO, Harper Collins 2004, new book. Exclusive early Ottakars edition issued ahead of main publication in September 2006.",0007722931,,,,,
683,"O'Connell, Jack",Wireless,6.49,"UK 1/1 HB, Macmillan 1994.VG/VG condition, Light rubbing & bumping to edges.",0333615247,,,,,
71,"Patterson, Harry",To Catch a King,5,"1st UK HB, Hutchinson, 1979, G/VG. aka Jack Higgins. FEP has been removed, but otherwise very good. Dj has minor rubbing and bumping and a couple of creases to foldovers.",91393906,,,,,
9,"Patterson, Richard North",Dark Lady,7.25,"UK 1st Uncorrected Proof Copy, Hutchinson 1999, Fine.",91801478,,,,,
455,"Pelecanos, George P",Hard Revolution,9.24,"UK 1st HB edn, Orion 2004, F/F",752856308,,,,,
1377,"Quinlan, Patrick",The takedown,12.24,"UK Uncorrected proof copy, Headline Review, 2007. Trade paperback format as issued with card covers and publication details to rear cover.",9780755328277,,,,,
1583,"Quinlan, Patrick",Smoked,12.24,"UK 1/1HB, Review 2006. F/F",0755328256,,,,,
1187,"Rankin, Robert",The Witches of Chiswick,12.24,"UK 1/1 HB, Gollancz 2003. F/F",0575073144,,,,,
1439,"Rankin, Robert",Knees up mother earth,11.24,"UK 1/1 HB, Gollancz 2004. F/F light shelfwear only",0575073152,,,,,
1440,"Rankin, Robert",The Brightonomicon,6.24,"UK 1/1 HB, Gollancz 2005. VG/VG light wear to edges",0575070099,,,,,
1476,"Rankin, Robert",The Brentford Chainstore Massacre,9.99,"UK 1/1 HB, Doubleday 1997. VG/VG, light wear to edges",0385407076,,,,,
1613,"Rankin, Robert",The hollow chocolate bunnies of the apocalypse,12.24,"UK 1/1 HB, Gollancz 2002. Fine/Fine condition",0575073136,,,,,
1614,"Rankin, Robert",The garden of unearthly delights,12.24,"UK 1/1 HB, Doubleday 1995.  Nr F/Nr F condition, lightest wear to edges only. ",0385405154,,,,,
1615,"Rankin, Robert",A dog called demolition,12.24,"UK 1/1 HB, Doubleday 1996.  Nr F/Nr F condition, lightest wear to edges only. ",0385405162,,,,,
636,"Reuland, Rob",Hollowpoint,4.99,"UK PBO 1st Edn, 1st Imp. Cape 2001. Fine.",0224061542,,,,,
401,"Robbins, David L",Scorched Earth,4.99,"UK 1st paperback edition, Orion, 2003, Fine.",752842609,,,,,
1441,"Roberts, Andrew",The Nachen Memorandum,7.24,"UK 1/1 HB, Weidenfield and Nicolson 1995. Nr F / Nr F, light wear to edges only.",0297816195,,,,,
496,"Robotham, Michael",The Suspect,12,"UK 1st edn HB, Time Warner 2004. F/F.",316725528,,,,,
1468,"Robotham, Michael",The Suspect,12.24,"UK 1st edn HB, Time Warner 2004. F/F. With original publishers wraparound band.",316725528,,,,,
1636,"Royden, Tony",The Dealer,4.98,"UK 1/1 PBO, Shotgun 2009. signed by author to title page. Fine condition. Includes promo bookmark, magnet and keyring",9780956125309,,,,,
26,Secombe Harry,Goon for Lunch,7,"1st UK HB, Joseph, 1975, VG/G.Spine of dj is faded.",718112830,,,,,
1287,"Sheers, Owen",Resistance,9.99,"UK Uncorrected Book proof, Faber & Faber 2007. VG condition, light wear to edges only. Trade paperback format with card covers as issued.",9780571229635,,,,,
588,"Siegel, James",Derailed,9.99,"UK 1st edn HB, Time Warner 2003. VG/VG.",0316725358,,,,,
1467,"Siegel, James",Derailed,12.24,"UK 1st edn HB, Time Warner 2003. F/F",0316725358,,,,,
1570,"Siegel, James",Deceit,12.24,"UK uncorrected proof copy, Time Warner 2006. Trade paperback format with pub details to rear of white card covers. VG+ condition, light wear to top edges.",0316732281,,,,,
1603,"Siegel, James",Detour,12.24,"UK 1/1 HB, Time Warner 2005. F/F. ",0316727466,,,,,
23,"Straub, Peter",Mystery,12.24,"1st UK HB, Grafton, 1990, VG/VG. Minor rubbing to top edge of dj.",246136553,,,,,
1,"Sutcliffe, William",Are You Experienced ?,7.24,"1st UK PBO, 1997 Hamish Hamilton. Fine.",241137810,,,,,
752,"Tan, Amy",The Bonesetter's daughter,9.24,"USA 1/1 HB Putnam, 2001. VG/VG",0399146431,,,,,
1626,The New York Times,Churchill in memoriam,7.24,"US 1/1 PBO, Bantam January 1965. VG+ condition, light wear to edges. Tight bind, original pictures are present and not loose. Small owners dedication to fep. Interesting item edited by the staff of the New York Times newspaper.",n/a,,,,,
25,"Thomas, Leslie",Ormerod's Landing,7.24,"1st UK HB, Methuen, 1978, F/F ",413392600,,,,,
162,"Thorne, Matt",Pictures of You,5.24,"1st UK, Uncorrected Book Proof, 2001 Weidenfield & Nicolson. Fine.",297646672,,,,,
121,"Title, Elise",Bleeding Hearts,7.24,"1st UK Uncorrected proof copy, Little,Brown 1996, VG. Pictorial card wraps as issued, light rubbing and creasing, one mark to cover.",316879800,,,,,
27,"Townsend, Sue",The Growing Pains of Adrian Mole,2.24,"1st UK HB, Methuen, 1984, VG/VG. Some browning to pages.",413531309,,,,,
116,"Van Lustbader, Eric",Angel Eyes,9,"1st UK HB, Grafton, 1991, VG/VG. Bumped to top and bottom of spine, otherwise vg",246136588,,,,,
682,"Vine, Barbara",King Solomon's Carpet,6.99,"UK 1/1 HB, Viking 1991.VG/VG condition, Light rubbing & bumping to edges, DJ is priceclipped.",0670840505,,,,,
745,"Vine, Barbara",A dark adapted eye,7.24,"UK 1/1 HB, Viking 1986.VG/VG condition, Light rubbing & bumping to top edge, small tear to rear bottom edge of DJ",0670809764,,,,,
1417,"Winter, Douglas E",Prime Evil,9.24,"UK 1/1 HB, Bantam 1988. VG/VG, light wear and gentle foxing to page block.",0593015428,,,,,
1551,"Wood, Victoria",Mens sana in thingummy doodah,7.24,"UK pb reprint, Mandarin 1991. signed by Victoria Wood with dedication to Stuart on fep. Fine condition.",0749308184,,,,,
543,"Woodall, Clive","One for sorrow, two for joy",4.24,"UK 1st PBO, Duckworth 2003. New Book.",715632973,,,,,
544,"Woodall, Clive","One for sorrow, two for joy",4.24,"UK 1st PBO, Duckworth 2003. New Book.",715632973,,,,,
449,"Wright, Edward",Clea's Moon,5,"UK 1st edn paperback, Orion 2004. New.",752858947,,,,,
521,"Wright, Edward",The Silver Face,8,"UK Uncorrected proof copy, Orion 2004. Bumping to spine edges, otherwise VG in card wraps",752852922,,,,,
522,"Wright, Edward",The Silver Face,6.94,"UK 1st Edn Trade paperback, Orion 2004 Fine.",752852922,,,,,
125,"Zahavi, Helen",Donna and the Fatman,7.24,"1st UK PBO, Anchor, 1998, Vg. Very light creasing and rubbing to edges.",1862300453,,,,,
